,step,reward,critic_loss,q1,q2,actor_loss,bc_loss,time
0,0,0.8450012676526336,,,,,,
1,5000,30.97594665863712,0.5026375,36.18023,36.279556,-2.4281757,0.07182424,0.16171986262003582
2,10000,16.2468653998141,1.1484947,67.6901,67.65814,-2.443223,0.056777112,0.28291513125101725
3,15000,29.40951889157609,0.91350895,94.0181,94.01187,-2.4449408,0.05505938,0.4324907382329305
4,20000,21.54670583230063,1.8351552,114.23621,114.099075,-2.4399524,0.06004758,0.5629752953847249
5,25000,30.07861426612691,1.6084327,136.38618,136.5708,-2.443875,0.056124967,0.6986240585645039
6,30000,29.873485946448262,1.3693159,152.1791,152.1365,-2.4465733,0.053426784,0.8498343984285991
7,35000,29.495203320824093,1.8419704,159.64656,159.57304,-2.4437141,0.05628586,0.9963777860005697
8,40000,29.32342137677772,1.7191803,181.1291,181.0843,-2.4436088,0.056391172,1.1368170420328776
9,45000,22.779360453811577,2.3317223,183.66238,183.77956,-2.4414234,0.058576357,1.2720358451207479
10,50000,31.787906778768065,1.939671,191.68231,191.44562,-2.4455345,0.054465637,1.4273239771525066
11,55000,31.132106591533038,1.592042,191.46008,191.36758,-2.434005,0.06599507,1.5652207612991333
12,60000,31.272675050275506,1.6301672,204.15628,204.20987,-2.443929,0.056071352,1.7188177307446797
13,65000,30.91815364991343,1.9047456,203.70793,203.59898,-2.4446323,0.05536738,1.8629613399505616
14,70000,31.324160255907056,1.8530157,202.31105,202.19547,-2.449039,0.050961107,2.008604343732198
15,75000,31.177380245764468,1.8239355,210.30493,210.23007,-2.43183,0.068170086,2.161186138788859
16,80000,30.415309365889737,2.0989046,218.84161,218.81201,-2.4342237,0.065776326,2.2976839542388916
17,85000,29.329000643945452,1.6626184,222.76807,222.59854,-2.44336,0.05663988,2.4423519492149355
18,90000,32.78564996193956,1.7488773,221.66557,221.74228,-2.4468372,0.053162765,2.6000420292218527
19,95000,74.89770101797973,2.1046376,222.66118,222.7073,-2.4442992,0.05570067,2.785629959901174
20,100000,31.49428424397593,1.9487394,226.94934,227.03232,-2.4485133,0.05148679,2.942498278617859
21,105000,29.53627776249592,1.9277341,233.08199,232.66959,-2.4551587,0.044841304,3.0927702228228253
22,110000,30.338062752922635,2.6598482,225.25491,225.2424,-2.4442139,0.055786144,3.2072275320688886
23,115000,30.52541237742887,1.8987569,214.38702,214.30972,-2.4479086,0.052091353,3.358178146680196
24,120000,31.29088181926516,3.8884192,231.76523,231.63051,-2.4530113,0.046989046,3.5128183801968893
25,125000,32.47633461051503,2.0987837,226.03943,226.15126,-2.4436479,0.056352384,3.6287065068880717
26,130000,31.31852131365123,1.7459786,228.79947,228.60912,-2.4481144,0.05188539,3.7820082108179727
27,135000,30.436691570604534,2.7978067,227.30215,227.26581,-2.444371,0.055629335,3.9324676195780435
28,140000,52.38440439763979,2.3942719,230.93568,230.73923,-2.446806,0.053193998,4.072783029079437
29,145000,29.838850125417572,1.728576,226.7583,226.6353,-2.4434106,0.056589406,4.228341503938039
30,150000,29.98204036670913,2.064647,220.66087,220.61104,-2.4430563,0.056943595,4.379220883051555
31,155000,34.27101006052943,1.6208776,230.35602,230.48564,-2.4505446,0.049455684,4.495480974515279
32,160000,30.114344661048797,2.898069,229.12326,229.26312,-2.4491549,0.050845206,4.647588177522024
33,165000,73.22176686984487,2.0525594,233.1183,232.99306,-2.4432395,0.05676034,4.880281615257263
34,170000,69.69967448426205,2.8370552,222.30098,222.32732,-2.450856,0.049144268,5.12940540711085
35,175000,31.242191434111096,3.4774795,233.55794,233.32858,-2.4389055,0.061094463,5.278976766268412
36,180000,60.425493451142955,2.0368946,232.03069,232.44113,-2.4456642,0.054335844,5.4896728515625
37,185000,53.1554438090005,2.739336,231.68393,231.75574,-2.4441001,0.05589989,5.693745255470276
38,190000,67.9808909181027,3.4515579,228.60727,228.7114,-2.4475381,0.052461825,5.916865154107412
39,195000,30.706366993387906,11.235348,218.34637,218.27274,-2.444497,0.05550281,6.0725092927614845
40,200000,30.803597207363353,1.9987023,223.88759,223.89767,-2.4434323,0.05656749,6.187399629751841
41,205000,39.71078070380871,3.6927834,229.89243,229.99345,-2.4422894,0.05771066,6.362853852907817
42,210000,75.1033403168377,2.3847346,228.11423,228.13022,-2.4522855,0.047714524,6.578175973892212
43,215000,31.88227400474523,2.23173,232.01413,232.22633,-2.451746,0.048254043,6.7343629995981855
44,220000,30.856541346838423,3.2548137,232.37451,232.60515,-2.450688,0.049312215,6.8862507224082945
45,225000,76.42404944063422,4.5920467,228.78781,228.86383,-2.4508142,0.049185745,7.068070165316263
46,230000,31.469443098884796,2.1800365,226.8245,226.88039,-2.4541574,0.045842998,7.222552748521169
47,235000,31.78270431853212,2.274223,230.9281,230.62386,-2.4462297,0.05377027,7.378713587919871
48,240000,80.22334516068949,1.8052876,235.61151,235.50673,-2.4489784,0.0510218,7.629921094576518
49,245000,30.698082740561595,2.0834734,234.31491,234.3255,-2.4493167,0.050683327,7.783595323562622
50,250000,99.04611365134033,2.4386444,235.1619,235.17725,-2.450841,0.04915894,8.073179737726848
51,255000,32.38674343751967,3.1095214,231.35376,231.57893,-2.440536,0.059463836,8.221259367465972
52,260000,82.22920107528748,2.8029926,226.14394,226.40594,-2.4433146,0.05668553,8.489589508374532
53,265000,74.0256869942935,4.7332153,225.02312,224.82544,-2.443085,0.056914836,8.686573096116383
54,270000,41.58706217930753,5.5544233,225.99115,226.38657,-2.4477425,0.052257806,8.866210544109345
55,275000,37.79866824462126,2.2186303,229.92929,230.27939,-2.4449382,0.055034615,9.036043790976207
56,280000,30.008605726086007,2.9667616,229.97308,229.91356,-2.4414625,0.05853784,9.154928358395894
57,285000,30.63270106076431,7.067507,233.25732,233.21597,-2.4553921,0.04460792,9.307922220230102
58,290000,92.17626944731997,5.074239,231.5243,231.26164,-2.4447827,0.055217348,9.540575583775839
59,295000,93.60255572489822,2.792663,226.95901,226.94467,-2.442285,0.057714887,9.847673507531484
60,300000,45.04071329168373,4.5044317,232.97299,232.98203,-2.4498541,0.050145935,9.985600411891937
61,305000,97.91049168756012,2.167657,230.41943,230.20235,-2.444895,0.055104982,10.295695583025614
62,310000,29.95775073160568,2.1495214,229.50699,229.41792,-2.4441414,0.055858932,10.438890461126963
63,315000,93.25736281980997,3.3978007,225.9201,225.70811,-2.4463,0.053700324,10.724765952428182
64,320000,40.660344554509784,3.4351764,233.23103,233.05446,-2.4460678,0.05393243,10.90309142669042
65,325000,31.12019175488916,2.5072732,227.28455,227.26393,-2.4575577,0.04244235,11.057043278217316
66,330000,65.12357622037882,1.9837245,232.24597,232.35748,-2.4545922,0.04540795,11.213427372773488
67,335000,79.46884881660729,3.2992768,228.7363,228.73795,-2.4529083,0.047091722,11.485359366734823
68,340000,100.03512261743157,2.6850903,231.01341,231.14957,-2.4460893,0.053910743,11.736167720953624
69,345000,95.59459241159301,2.9485438,228.49417,228.38885,-2.4437158,0.05628453,11.999014540513356
70,350000,100.63558216366096,3.188085,227.52032,227.55878,-2.4468155,0.05318467,12.32144585053126
71,355000,32.04093442747856,2.9992616,226.76218,226.90457,-2.4432988,0.056701105,12.437133924166362
72,360000,100.10958190075205,2.9210558,228.50166,228.34326,-2.444309,0.05569094,12.760845414797465
73,365000,84.12986610740562,2.6958144,238.94708,238.59828,-2.4534469,0.046552815,13.020339020093282
74,370000,100.10577962703684,2.7835147,231.55347,231.7568,-2.450677,0.049323183,13.263606850306193
75,375000,94.13472135625427,2.6665363,239.94931,239.71628,-2.4448724,0.055127703,13.57208865483602
76,380000,99.89823014837275,2.264887,233.91516,233.96286,-2.4505737,0.049426235,13.865965978304546
77,385000,99.26619044068416,3.0907834,231.82916,231.56612,-2.4516845,0.04831522,14.118420541286469
78,390000,93.40484527457183,3.8324983,232.4134,232.36346,-2.4563732,0.043626904,14.409700532754263
79,395000,99.79770187032793,2.1592474,227.20132,227.23586,-2.4451787,0.05482129,14.727083293596904
80,400000,53.04650774311125,2.6833344,231.33087,231.20456,-2.4524498,0.047550164,14.874580852190654
81,405000,97.71751003360711,3.1585038,228.02792,227.68213,-2.4464383,0.05356167,15.19268315633138
82,410000,72.597288012338,3.1086743,228.1731,227.91068,-2.4541223,0.045877676,15.408654423554738
83,415000,100.1366340341641,7.2167263,224.70181,224.64693,-2.4514427,0.04855731,15.678434721628825
84,420000,30.46855708694034,2.336174,227.05199,227.26712,-2.4430542,0.056945693,15.831685209274292
85,425000,100.38603987855672,2.9585383,229.94604,230.12224,-2.4448555,0.055144712,16.101058208942412
86,430000,99.51457743999205,3.8627648,230.5987,230.80327,-2.4530475,0.04695242,16.427645870049794
87,435000,96.94487897958255,4.7919655,228.53203,228.46915,-2.4529734,0.047026835,16.698953791459402
88,440000,100.21175286130143,3.041541,232.12827,231.99783,-2.4524002,0.047599696,16.941727336247762
89,445000,95.35954396539304,2.1375217,226.85342,227.05295,-2.439771,0.060228996,17.253282125790914
90,450000,100.32249943951584,1.8780959,235.64804,235.3735,-2.452534,0.04746607,17.548595750331877
91,455000,86.30421079950857,5.3235345,235.99089,235.6675,-2.4455628,0.054437485,17.753010698159535
92,460000,100.3347383769214,3.4712186,230.00168,230.04657,-2.4589493,0.04105056,18.07589864730835
93,465000,99.77024677498288,2.6935942,221.2204,221.13855,-2.447691,0.052309122,18.379135954380036
94,470000,94.77746004684707,2.5428896,231.58081,231.23753,-2.4498842,0.05011575,18.612201766173044
95,475000,97.7678848190868,2.1391387,229.84875,229.81525,-2.4523895,0.047610532,18.910022286574044
96,480000,99.5925447949654,2.9206429,225.74997,225.44821,-2.4430375,0.056962512,19.233385892709098
97,485000,100.22163499822017,3.3916163,233.81537,234.08481,-2.448787,0.051212974,19.480691794554392
98,490000,99.7573446729041,2.3621612,236.11905,236.44354,-2.4526212,0.04737892,19.75453786055247
99,495000,99.84970773028763,5.5663624,232.73187,232.59494,-2.4505548,0.049445167,20.078598324457804
100,500000,94.75011907107893,4.7602673,232.13165,232.34865,-2.4451509,0.054849178,20.34643046061198
101,505000,99.85611885228374,3.7765083,229.90787,229.86542,-2.4507067,0.04929357,20.60377090771993
102,510000,100.46991178710638,2.6025221,236.20894,236.37335,-2.4525251,0.04747477,20.927354697386424
103,515000,98.16601181556045,2.873944,226.84422,226.83794,-2.4510615,0.048938405,21.228387780984242
104,520000,100.83900354478791,8.433691,226.27,225.93082,-2.4536192,0.0463807,21.4726216952006
105,525000,93.67887889045852,6.8152924,234.21341,233.91208,-2.446543,0.053457357,21.759429160753886
106,530000,100.05409908037268,2.4984398,227.04279,226.9811,-2.4436417,0.056358546,22.08126581509908
107,535000,100.05639420485974,3.8974726,234.67575,234.44385,-2.4419188,0.058081236,22.323819490273795
108,540000,99.41702099646432,6.6292987,235.92332,235.806,-2.4483323,0.05166798,22.601324156920114
109,545000,99.77458152325372,3.1487706,232.43936,232.41882,-2.44378,0.056220055,22.923558672269184
110,550000,100.58114017268697,2.0397925,230.34573,230.2172,-2.4484613,0.05153858,23.196318435668946
111,555000,83.4255599134737,3.8066573,234.84221,234.52353,-2.4459329,0.054067116,23.42276788552602
112,560000,51.27608603518422,3.4543,231.20937,231.1579,-2.450699,0.04930083,23.624472784996033
113,565000,99.86049885390484,4.525968,238.17967,237.70325,-2.4537084,0.04629168,23.870149409770967
114,570000,100.11377660197836,4.920087,227.5455,227.52051,-2.452451,0.04754933,24.1881507396698
115,575000,97.36805845364243,6.5913715,229.18092,229.20778,-2.4507196,0.049280427,24.491175524393718
116,580000,100.43156120507595,4.07572,230.53821,230.44937,-2.4533417,0.04665835,24.730871987342834
117,585000,97.90380144200023,2.4673173,227.49335,227.72299,-2.4415452,0.058454834,25.02205692132314
118,590000,100.37996312123217,1.7234083,220.8616,220.98436,-2.4527705,0.04722955,25.3445716659228
119,595000,78.65015681436641,4.5288973,233.6076,233.8746,-2.4421642,0.057835918,25.537425673007967
120,600000,98.03718353646917,2.5229287,234.83679,234.80673,-2.4529698,0.047030263,25.83252854347229
121,605000,100.22168988607525,3.2873938,228.01587,228.10403,-2.4396229,0.06037728,26.15229442914327
122,610000,100.26923384405441,3.782858,233.54494,233.6006,-2.4543169,0.04568289,26.401579598585766
123,615000,97.49347335827603,3.7624416,223.57045,223.56575,-2.4426064,0.057393588,26.67069977124532
124,620000,99.8346648734039,3.2850604,232.15305,232.17471,-2.4450417,0.054958344,26.99347565174103
125,625000,99.6801999137085,2.968196,230.82901,230.90704,-2.4542499,0.04575021,27.26321425437927
126,630000,99.71199871597663,3.6055079,228.08821,228.38898,-2.436916,0.06308408,27.51317978700002
127,635000,99.46899540354393,3.3102524,238.12877,238.01245,-2.4432259,0.05677423,27.835697889328003
128,640000,99.8706175856936,3.6722867,239.22232,239.30133,-2.449836,0.050163873,28.136669766902923
129,645000,100.29926867848135,3.468082,230.22714,230.14333,-2.451112,0.04888807,28.377172497908273
130,650000,98.4542633701334,4.562561,235.73538,235.78754,-2.4486907,0.051309302,28.6745907107989
131,655000,100.27241748150628,2.7503343,228.08582,228.25073,-2.4523408,0.047659438,29.000042327245076
132,660000,99.99454843578151,4.3160753,232.73755,232.39459,-2.4495826,0.05041731,29.24423280556997
133,665000,100.243831731002,2.143486,233.00575,232.95717,-2.4513032,0.048696827,29.51699693997701
134,670000,99.99317621301228,2.9714327,229.82419,229.93237,-2.4357386,0.064261556,29.841134357452393
135,675000,100.28790559236135,3.2619834,236.2922,236.59167,-2.4541109,0.045888796,30.114183036486306
136,680000,84.19894124402488,3.7159128,231.71466,231.61252,-2.4501479,0.049852427,30.34070324897766
137,685000,99.73357216351528,3.4986463,233.01382,232.9094,-2.4479125,0.052087553,30.663214258352916
138,690000,100.01263058725871,3.556375,237.5632,237.43512,-2.4561238,0.043876212,30.943042345841725
139,695000,100.08480977739411,2.924191,232.44498,232.42667,-2.4390152,0.06098494,31.18613838752111
140,700000,99.6319541683145,3.9618633,231.39163,231.09378,-2.4496782,0.050322145,31.50344194571177
141,705000,100.05469055958986,2.5533462,226.4635,226.3451,-2.4399207,0.060079314,31.81265533765157
142,710000,99.95576737417463,2.6115422,233.27045,233.06342,-2.454668,0.045331948,32.05897266467412
143,715000,100.12548774544479,2.9191284,231.40118,231.6299,-2.454597,0.04540299,32.34674011866252
144,720000,99.67552767769901,5.1195116,228.11179,227.99896,-2.4454558,0.05454415,32.66998542547226
145,725000,100.20468324565812,4.5933123,231.7273,231.8181,-2.4517827,0.048217,32.93413042227427
146,730000,100.06146938000253,2.3792813,239.69777,239.58661,-2.4527254,0.04727459,33.18937346537908
147,735000,99.83085222822106,4.4069076,227.86377,227.94705,-2.454223,0.045777198,33.51223806540171
148,740000,99.72805455433628,5.460697,235.18414,235.37013,-2.445178,0.05482185,33.80367466211319
149,745000,100.02308389439223,3.324973,232.66661,232.75848,-2.4429958,0.05700399,34.049758132298784
150,750000,99.84394581371231,3.8961115,230.8497,230.85553,-2.4389684,0.061031826,34.35562295118968
151,755000,100.22867976685157,3.290452,238.20682,238.56148,-2.4530227,0.046977192,34.67807066043218
152,760000,100.22745530027241,3.1971037,232.74887,232.77097,-2.4495971,0.050402984,34.92411368687947
153,765000,100.1498425297362,2.3212118,231.75848,231.60094,-2.4441879,0.05581232,35.20005329052607
154,770000,99.99600232551974,2.1721687,236.83966,236.828,-2.453845,0.04615487,35.52379323641459
155,775000,99.6487525802042,2.7981126,233.85266,234.03142,-2.4494374,0.05056268,35.8046251654625
156,780000,99.90765015508761,2.6897397,241.29779,241.38844,-2.4505544,0.04944567,36.042790019512175
157,785000,99.92067055043064,1.9656103,234.87476,235.1848,-2.44481,0.055190053,36.36582533518473
158,790000,99.76429219522083,2.6550708,230.8752,230.8264,-2.4519103,0.048089784,36.668197842439014
159,795000,100.24905888350193,4.2344565,231.75946,231.8557,-2.4467547,0.053245317,36.91553551355998
160,800000,99.975813849992,6.234231,232.68745,232.56096,-2.4583135,0.04168658,37.20807630221049
161,805000,99.85857884168149,4.392016,232.98402,232.93805,-2.444023,0.055977196,37.53252731959025
162,810000,99.67391378456449,4.254468,239.87863,239.84824,-2.4409869,0.059013143,37.79169760942459
163,815000,100.16395513695187,4.757185,237.61292,237.79688,-2.446438,0.053561818,38.050455184777576
164,820000,99.8874116702044,2.3428903,226.75328,226.73247,-2.447166,0.052834116,38.3739267150561
165,825000,100.07944736313898,4.119328,236.317,236.31207,-2.4491084,0.05089175,38.674749088287356
166,830000,99.99485164272517,3.401898,226.76805,226.68158,-2.4532495,0.04675051,38.9214085817337
167,835000,91.40540699677969,2.2657588,228.30876,228.09981,-2.441226,0.05877419,39.21234252850215
168,840000,99.67816094713689,4.125201,234.74835,234.57509,-2.443808,0.056191944,39.52664605379105
169,845000,99.90171747277039,2.4380267,232.4988,232.10492,-2.446698,0.05330194,39.77188162406286
170,850000,99.57572849749876,2.9147382,231.8406,231.78372,-2.4498024,0.05019749,40.053472542762755
171,855000,99.70326562280114,3.174964,233.61397,233.66132,-2.4520123,0.04798772,40.37752027511597
172,860000,99.66398313177318,3.4676328,236.72385,236.63954,-2.4493475,0.05065269,40.64765700896581
173,865000,99.60586229833943,2.6670828,221.93578,221.92673,-2.4491732,0.050826766,40.895111453533175
174,870000,100.01926064988265,3.707906,232.80356,232.71745,-2.4422095,0.05779065,41.21735230286916
175,875000,99.77667153161673,4.897396,233.36063,233.68213,-2.4501681,0.049831808,41.51241354147593
176,880000,99.64744559144283,2.782318,220.80966,220.7454,-2.4520817,0.04791837,41.75592495997747
177,885000,100.3827446848049,2.8361342,236.11421,236.09628,-2.4394507,0.06054949,42.060522023836775
178,890000,90.26642797704464,2.8105762,236.78166,236.74231,-2.4491851,0.050814908,42.35802435874939
179,895000,99.63185338344755,3.4820163,242.36206,242.26572,-2.4450994,0.054900743,42.60245850483577
180,900000,100.07112784629255,3.0255024,225.21634,225.47011,-2.4479096,0.052090473,42.88887164990107
181,905000,99.90758426111942,1.8591584,235.86198,235.79437,-2.4511898,0.048810355,43.21248806715012
182,910000,100.11396824664163,1.7491405,229.16074,229.11075,-2.447932,0.052068036,43.46342366536458
183,915000,100.49046605420837,2.2730498,229.817,230.05544,-2.4542398,0.045760036,43.72750053803126
184,920000,99.68292813776213,10.13014,237.126,237.36787,-2.4466224,0.05337733,44.05184629758199
185,925000,99.85248629546108,3.0841696,242.10492,242.02043,-2.4497232,0.050276898,44.34110044240951
186,930000,100.36917120278514,4.949827,238.1377,237.96909,-2.4482567,0.051743068,44.57798361380895
187,935000,99.86463362501745,1.9641578,236.2439,236.29688,-2.4478514,0.052148562,44.89227056105931
188,940000,100.30427311838702,3.6729672,227.49738,227.46477,-2.448457,0.051542994,45.20612702767054
189,945000,100.07257992054583,3.859726,235.92267,235.81708,-2.4489717,0.05102835,45.44516136248907
190,950000,99.95028908349308,3.7517707,229.04106,228.97299,-2.4440026,0.055997293,45.73269100189209
191,955000,99.9228071443365,3.7214718,233.52216,233.21375,-2.4537077,0.046292197,46.055873099962874
192,960000,99.62957861259518,3.9655185,242.962,243.45375,-2.4482567,0.05174337,46.31857959429423
193,965000,100.02368336635428,3.1867914,234.83511,234.92769,-2.453539,0.046461128,46.57394760052363
194,970000,99.67820636490738,2.330192,232.17505,232.1702,-2.4587696,0.04123035,46.898287991682686
195,975000,99.74733989267051,2.6798043,237.44669,237.6406,-2.4571745,0.042825337,47.186793764432274
196,980000,99.85041646687449,2.4369154,245.4393,245.14119,-2.4595006,0.04049949,47.42893526951472
197,985000,99.65809584955103,7.9797344,231.55399,231.4865,-2.4478354,0.052164547,47.7389018257459
198,990000,99.56183838532218,4.290568,236.69446,236.72733,-2.4523072,0.047693133,48.060409720738726
199,995000,100.06179082751414,2.721737,233.04602,233.02191,-2.444148,0.05585183,48.298522651195526
200,1000000,99.59734285677567,2.2695503,237.38416,237.45499,-2.4543853,0.04561491,48.58097206354141
